영화명,감독,main_emotion,sub_emotion
여름이야기,홍준기,두려움,['조심스러운']
웃음의 대학,호시 마모루,기타,['눈물이 나는']
사랑에 관한 세 가지 이야기,"텐 시모야마,이치엔,장 이바이",우울,['마비된']
진저 스냅 2,브렛 설리반,우울,"['고립된(당황한)', '마비된']"
아웃 오브 리치,포치렁,두려움,['조심스러운']
진저 스냅 3,그랜트 하비,두려움,"['고립된', '조심스러운']"
레슨 인 러브,레이븐 그레고리,두려움,['두려운']
일상의 유토피아,쑨 쉰,기타,['염세적인']
약속의 땅,아모스 지타이,기타,['비통한']
올랜도블룸의 위험한 열정,프랭크 이 플라워스,화남,"['두려운', '분노']"
화도대전,"원규,양백견",우울,['염세적인']
"숨겨진 검, 오니노츠메",야마다 요지,기타,['흥분']
호텔,예시카 하우스너,우울,['비통한']
폭렬도시,양덕삼,우울,['마비된']
다이렉트 액션,시드니 J. 퓨리,두려움,['조심스러운']
필리핀 가족의 진화,라브 디아즈,행복,['흥분']
엘라 인챈티드,토미 오하버,기타,"['고립된(당황한)', '희생된']"
한편,스테판 맥널리,기타,['고립된']
하얀 살갗,다니엘 로비,우울,"['염세적인', '염세적인']"
이츠 올 곤 피트 통,마이클 도즈,기타,['흥분']
아버지의 밀실,Brad McGann,화남,['억울한']
안식처,호 유항,우울,"['염세적인', '구역질 나는']"
핍 TV 쇼,유타카 츠치야,기타,['혐오스러운']
그 밤의 진실,판타 레지나 나크로,기타,"['마비된', '눈물이 나는']"
죽을 고생,파브리스 두 웰즈,기타,['혐오스러운']
3 FEET APART,JASON LAI,행복,['자신하는']
트리플 에이전트,에릭 로메르,기타,['염세적인']
경심,이시이 소고,화남,['툴툴대는']
킨,로지 케리건,기타,['마비된']
사랑이 찾아온 여름,파벨 파블리코브스키,우울,['마비된']
너만을 기다리며,티에리 클리파,두려움,['혼란스러운']
사만다: 아메리칸 걸 홀리데이,나디아 타스,두려움,['당혹스러운']
도쿄 느와르,"이시오카 마사토,쿠마자와 나오토",화남,"['안달하는', '혼란스러운(당황한)']"
네버 다이 어론,어니스트 R. 딕커슨,화남,['악의적인']
라이언,크리스 랜드레스,기타,['흥분']
마르세유,앙겔라 샤넬렉,우울,['마비된']
나의 개 봉봉,카를로스 소린,행복,['신뢰하는']
잼 필름즈 2,"Hidenori Inoue,코지마 준지",기타,['마비된']
푸셔 2,니콜라스 윈딩 레픈,우울,['낙담한']
신부 들러리,끌로드 샤브롤,두려움,['두려운']
우린 어디에도 살지 않는다,존 커란,우울,['슬픔']
대료애미려,풍덕륜,놀람,"['당황', '악의적인']"
붉은 빛,세드릭 칸,기타,['안달하는']
알로샤,콘스탄틴 브론지트,행복,['흥분']
용호방,두기봉,우울,['비통한']
이노센스,뤼실 하지할릴러비치,행복,['자신하는']
Visions of Europe,"아키 카우리스마키,바바라 알버트,벨라 타르,에이슬링 월시",행복,"['마비된', '흥분']"
바람소리,히가시 요이치,두려움,['혼란스러운']
악마와 깊고 푸른 바다 사이에서,로뮈알드 카르마카,행복,['흥분']
갬빗,사빈 기시제르,화남,['배신당한']
동안거를 마치고 길을 나서다,이민경,기타,['안달하는']
어린이 바이엘 상권,조운,두려움,['희생된']
말아톤,정윤철,행복,"['자신하는', '스트레스 받는', '좌절한']"
그때 그사람들,임상수,화남,"['툴툴대는', '두려운']"
달려라 장미,김응수,화남,['짜증내는']
마파도,추창민,두려움,['두려운']
잠복근무,박광춘,행복,"['기쁨', '불안']"
주먹이 운다,류승완,두려움,"['희생된', '자신하는', '흥분']"
역전의 명수,박흥식,우울,"['부끄러운', '염세적인']"
달콤한 인생,김지운,두려움,"['버려진', '혼란스러운(당황한)']"
엄마,구성주,우울,"['낙담한', '안달하는', '충격 받은']"
댄서의 순정,박영훈,행복,"['조심스러운', '기쁨', '눈물이 나는']"
혈의 누,김대승,화남,"['안달하는', '혼란스러운']"
"안녕, 형아",임태형,우울,"['눈물이 나는', '자신하는', '회의적인', '억울한']"
활,김기덕,우울,"['염세적인', '슬픔', '마비된', '마비된']"
극장전,홍상수,두려움,"['취약한', '가난한 불우한', '안달하는', '조심스러운', '염세적인']"
태풍태양,정재은,우울,"['마비된', '회의적인']"
연애술사,천세환,행복,"['자신하는', '당황']"
연애의 목적,한재림,우울,['염세적인']
간 큰 가족,조명남,우울,['비통한']
여고괴담4 - 목소리,최익환,두려움,"['두려운', '혼란스러운(당황한)']"
분홍신,김용균,행복,"['두려운', '흥분', '염세적인']"
천군,민준기,화남,"['악의적인', '실망한', '희생된']"
광기의 역사,강민석,화남,['악의적인']
양이 깨어나는 시간,김창선,기타,['배신당한']
토끼와 곰,김효정,두려움,['조심스러운']
푸른 꽃을 찾아 떠나는 프랑켄슈타인,박영언,우울,"['눈물이 나는', '염세적인', '염세적인']"
정말 큰 내 마이크,우선호,우울,['염세적인']
가리베가스,김선민,우울,['눈물이 나는']
어느 일요일,문준영,두려움,['희생된']
인간적으로 정이 안가는 인간,손원평,두려움,"['회의적인', '신뢰하는']"
비오는 날 맑음,안민선,두려움,['조심스러운']
너무나 바쁜 그녀의 손,강소영,화남,"['부끄러운', '구역질 나는', '가난한 불우한']"
가스도시,오혁준,우울,['마비된']
누구세요?,이윤빈,놀람,['당황']
소소.. 한..,노승희,우울,['염세적인']
벽,박상현,우울,"['마비된', '마비된']"
우유인의 봄나들이,서승아,두려움,['남의 시선을 의식하는']
고등어,이선희,기타,['슬픔']
친절한 금자씨,박찬욱,화남,"['악의적인', '악의적인']"
왕후심청,넬슨 신,우울,"['비통한', '혼란스러운']"
HAAN 한길수,이인수,두려움,"['염세적인', '혼란스러운', '혼란스러운', '초조한', '회의적인']"
웰컴 투 동막골,박광현,우울,"['마비된', '흥분']"
가발,원신연,두려움,['두려운']
"이대로, 죽을 순 없다",이영은,놀람,['충격 받은']
첼로 (부제:홍미주 일가 살인사건),이우철,두려움,"['혼란스러운', '두려운']"
빅토리 토토,권은희,기타,['두려운']
나의 지구를 지켜줘,김병정,두려움,['두려운']
안녕 아빠,남다정,우울,['마비된']
미확인 미행물체,백의정,두려움,['초조한']
맛있니?,선승연,우울,['염세적인']
물결이 일다,신동석,기타,['우울한']
이렇게는 계속 할 수 없어요,윤성호,두려움,['희생된']
문학이란 무엇인가?,한상훈,두려움,['조심스러운']
박수칠 때 떠나라,장진,행복,"['자신하는', '당혹스러운']"
엄니,이성태,화남,['괴로워하는']
바리바리짱,"남기남,정창욱",기타,['흥분']
외출,허진호,화남,"['배신당한', '혼란스러운']"
별별이야기,"유진희,권오성,김준,박윤경,이진석,장형윤,정연주,이애림,이성강,박재동",우울,"['염세적인', '염세적인', '눈물이 나는', '염세적인']"
종려나무숲,유상욱,화남,"['눈물이 나는', '분노']"
가문의 위기 - 가문의 영광 2,정용기,화남,['안달하는']
형사 Duelist,이명세,두려움,['혼란스러운']
신기한 양말,정아영,두려움,['남의 시선을 의식하는']
너는 내 운명,박진표,행복,"['감사하는', '희생된']"
거칠마루,김진성,행복,"['흥분', '안달하는']"
사랑니,정지우,두려움,['혼란스러운']
강력3반,손희창,행복,"['가난한 불우한', '자신하는', '흥분']"
미스터주부퀴즈왕(Mr.주부퀴즈왕),유선동,행복,"['흥분', '흥분']"
내 생애 가장 아름다운 일주일,민규동,기타,['신뢰하는']
"사랑해, 말순씨",박흥식,두려움,"['염세적인', '두려운']"
야수와 미녀,이계벽,두려움,"['당혹스러운', '눈물이 나는']"
새드무비,권종관,우울,['눈물이 나는']
다섯은 너무 많아,안슬기,놀람,"['마비된', '충격 받은']"
러브토크,이윤기,두려움,"['회의적인', '환멸을 느끼는']"
오로라공주,방은진,기타,['부끄러운']
미스터 소크라테스,최진원,두려움,"['당혹스러운', '악의적인', '마비된']"
광식이 동생 광태,김현석,화남,"['방어적인', '흥분', '초조한']"
"소년, 천국에가다",윤태용,우울,"['염세적인', '염세적인']"
나의 결혼 원정기,황병국,두려움,"['두려운', '회의적인']"
무영검,김영준,화남,"['안달하는', '안달하는']"
카리스마 탈출기,권남기,두려움,"['당혹스러운', '억울한']"
전쟁영화,박동훈,기타,['두려운']
용서받지 못한 자,윤종빈,두려움,"['걱정스러운', '혼란스러운']"
6월의 일기,임경수,놀람,"['충격 받은', '혼란스러운(당황한)']"
피터팬의 공식,조창호,화남,['악의적인']
태풍,곽경택,화남,"['분노', '분노']"
애인,김태은,기타,['두려운']
다섯개의 시선,"박경희,류승완,정지우,장진,김동원",우울,"['부끄러운', '조심스러운', '염세적인', '비통한']"
썬데이 서울,박성훈,우울,['마비된']
왕의 남자,이준익,우울,"['마비된', '질투하는']"
작업의 정석,오기환,화남,"['안달하는', '염세적인']"
청연,윤종찬,행복,"['자신하는', '희생된', '비통한']"
신성일의 행방불명,신재인,두려움,['회의적인']
사랑을 놓치다,추창민,우울,"['눈물이 나는', '눈물이 나는']"
파랑주의보,전윤수,행복,"['흥분', '기쁨']"
싸움의 기술,신한솔,두려움,"['조심스러운', '조심스러운']"
야수,김성수,우울,"['비통한', '억울한']"
홀리데이,양윤호,우울,"['염세적인', '비통한']"
숲 (소리를 파는 소녀의 이야기),박채운,두려움,['두려운']
투사부일체(두사부일체 2),김동원,화남,"['희생된', '분노', '자신하는']"
망종(芒種),장률,두려움,"['희생된', '눈물이 나는']"
"눈부신 하루 - 옴니버스영화 : 보물섬, 엄마 찾아 삼만리, 공항남녀","김성호,김종관,민동현",행복,"['눈물이 나는', '흥분', '흥분']"
고마운 사람,장진,기타,['마비된']
언니가 이해하셔야 돼요,박경희,우울,['염세적인']
남자니까 아시잖아요?,류승완,기타,['구역질 나는']
배낭을 멘 소년,정지우,우울,['마비된']
"종로, 겨울",김동원,우울,['비통한']
데이지,유위강,우울,"['비통한', '충격 받은']"
구세주,김정우,화남,"['안달하는', '질투하는']"
여교수의 은밀한 매력,이하,놀람,"['열등감', '충격 받은', '염세적인']"
열번째 비가 내리는 날,민두식,우울,['슬픔']
마법사들,송일곤,우울,['눈물이 나는']
8월의 일요일들,이진우,화남,"['좌절한', '가난한 불우한']"
윌리울프,고욱,우울,['비통한']
여름이 가기 전에,성지혜,화남,"['눈물이 나는', '분노']"
미성년자 관람불가,박신우,행복,['자신하는']
낮잠,유진희,우울,['마비된']
동물농장,권오성,기타,['고립된']
그 여자네 집,"김준,박윤경,이진석,장형윤,정연주",화남,['성가신']
육다골대녀(肉多骨大女),이애림,기타,['걱정스러운']
자전거 여행,이성강,우울,"['슬픔', '희생된']"
사람이 되어라,박재동,우울,['마비된']
비단구두,여균동,행복,"['악의적인', '흥분', '흥분']"
호박전,"유진희,최지현",기타,['분노']
낯선 봄,박성용,두려움,['두려운']
생리해서 좋은 날,"김보정,류종호",우울,['비통한']
나는 영화다,이정수,행복,['자신하는']
바라만 본다,양익준,우울,['마비된']
상어,김동현,기타,"['혼란스러운', '당혹스러운']"
얼굴없는 것들,김경묵,기타,['눈물이 나는']
좋은 배우,신연식,두려움,['혼란스러운']
파이스토리,"이경호,JOHN FOX,HOWARD E.BAKER",행복,['흥분']
산책,최지영,두려움,['혼란스러운']
뇌절개술,"김곡,김선",우울,['염세적인']
관성의 법칙,백철현,두려움,['당혹스러운']
배달,김경화,행복,['자신하는']
스테이크 하우스,김동준,행복,"['자신하는', '남의 시선을 의식하는']"
인사이드,박인철,두려움,['남의 시선을 의식하는']
살결,이성강,우울,['마비된']
끝나지 않은 세월,김경률,우울,['눈물이 나는']
낙원,김종관,평온,['느긋']
엄마 찾아 삼만리,김종관,우울,['눈물이 나는']
영재를 기다리며,김종관,행복,['흥분']
외박,이종윤,기타,['혐오스러운']
삼거리 무스탕 소년의 최후,남기웅,행복,['자신하는']
방문자,신동일,기타,['희생된']
온실,김아론,우울,"['염세적인', '조심스러운', '조심스러운', '염세적인', '마비된']"
아빠가 필요해,장형윤,두려움,['혼란스러운']
형이상학적 나비효과의 예술적 표현,박기완,우울,['염세적인']
풀장 속의 원숭이들,노재승,두려움,['버려진']
복수의 길,이우열,화남,['악의적인']
개와 늑대 사이의 시간,전수일,두려움,['두려운']
나비두더지,서명수,기타,['취약한']
면접,이보영,화남,['안달하는']
티 데이트,박미나,우울,['비통한']
사과,김민숙,기타,['혐오스러운']
조금만 더,심민영,평온,['느긋']
땐싱보이,배지영,두려움,['조심스러운']
샌프란시스코 블루스,허인,우울,"['고립된', '눈물이 나는']"
3인 3색 러브스토리 - 사랑즐감,"곽재용,김태균,정윤철",화남,"['안달하는', '혼란스러운(당황한)']"
3인 3색 러브스토리 - 사랑즐감,"곽재용,김태균,정윤철",두려움,"['불안', '걱정스러운']"
3인 3색 러브스토리 - 사랑즐감,"곽재용,김태균,정윤철",우울,"['염세적인', '슬픔']"
